"bearer","total_share"
"a0077810e44804600a22a51291e10682222c5d38d86884d9edffff70bf6cd2ed","6"
"a005b33e08c8bcd681dc4b42f8c05aaf9fc36c3c195b9ef4e12fa5eae41d473f","6"
"a0095ecb55c837ef570bfeb1c01009b514720c176e49dc5118968631e8cd842d","6"
"a006071fe19bda0a82c7dc4176c524d5a14a6d914b03dd59c282cc933ea62776","6"
"a0034c0913ac649e76f08815100278c2dce8eb80ee5b675c980fa771fb4f1523","6"
"a00bdce2acded6e7ad72fa54e90ff40b6b3356ad793495d6559c1b1d899727a7","6"
"a002e3c775086172dcb7ce7979e1928b55b86f2b0ab4e2802c9a207c85676792","5"
"a00e1f6d76b5ec0c956f1cd7723b403ab9142cfe01d59847d35663e18152a0ce","5"
"a006f8fce502f34fc037133d4bbf3c1f25e97309a0f7f7f5646806c493e9472b","5"
"a003a31c807601cbce245e3e46d510a94c954e2b2c1714b9ca3ca720d085bedf","5"
"a0000634f772f35160369b4de04661ee01a60635ac1c285f1c2f9dcb9fa79353","5"
"a00b2ebfce924639bd3e3e805be042a50397183622f8c52aafa658e20c62aa27","5"
"a00fb83bfcd322415f8d9749702d97de7b5cc7c781f15220dbf1b7ee4646c832","5"
"a0011653488710cd0cdaae2717064219bfb5b10588fbef41a90ab2b4e3631a3d","5"
"a00145a7b80408029bc69b61731578af28edccbf054a8d587cf14b454d05bae6","5"
"a00c4e5be85b10f321699e0f1ed7e5932c9f527746614cba682efe183695e590","5"
"a0057450412169694587054f7ae391a0bb5e56c9a3e397d3d18f9feaa58e69cd","5"
"a001d3acd07cbbd0c17a7940eb8232cdf5542e724f6b6e46d9f31ed324e5cf39","5"
"a00205a40910a51e8ef9e696f01bcdbd6b8ba702608385231853d378539c377b","5"
"a0027ffb3fba016a89307189ca8edd669e2e706ab65072e6f8e372df5310b135","5"
"a00d8164fdac3d656f6966718fc3f19783037943a1f9d0737c0eb1f00d194de8","5"
"a002bdc63714e9dab78b86f01737e4695fa2a426c0dccae1d4d90ad0853ee850","5"
"a00e2c4d5f9c7fb5fb3737cdc46e11e71d4bbbceac080795300bc1590060f3c6","5"
"a00efa878a519bd5374c70adf38ddf58e9ab837042bcb2e3b1ef83d32d73996c","5"
"a004552681f6e3777209cf482b0d784c24871354685f40ecb871355ba848293c","5"
"a0079b0e6b1d95dac8660ca4f4cb0d5ffa5ad090302e17837eeccdc12e3e8762","5"
"a0082d6c4aabb8a343b960bf82f06c69d7b0fb41857b3586821564761a1f1b02","5"
"a00d1c86ddf44909ccaf0f93b1348acd25b290783c0a364daca610b0a965ec50","5"
"a00667d665419e2e35c0c2af3296ae9f194a80552a9731566d95c99c43000b97","5"
"a0009141c2e12d98ea9bb0624322ed6948ead2f41f7be6084d022261f1cb1c6b","5"
"a00499bfb1ae86ff9d3b7d0893347d28f95f3937a21ee5454be1c6cf98864c6b","5"
"a00d307e296171d003c2f08d2384e1628ef6c0030c415270552aac9543dee58b","5"
"a00a4baf213ed49aa445bd978a03750b50774c25962e1dcb9cf746aeccb5954d","5"
"a006f7f07908c8447caf53b07a58827f3e5314bb65ea51ff0e950ef6e638a0c7","5"
"a00ef107ae0644b551f0c398fb2628763a4072c547d6abf9ab7d0197c26c7229","5"
"a0078adaeaa7ed5b14c78bf4f43cbe70376c72f726cb948deab0334199eecaa8","5"
"a000e42ac861b181b5f09beddeedd712fae91b986e678eaa1f3e9528a8ec65eb","5"
"a004d5fa8e4a5e66fb3240d1224cc00cae4477bbd295e842b59cf49fb4dd3e89","5"
"a004f4f6b43a39c30c9c51e2a45c6c4485b58712972ccb9598c88948b628dfe1","5"
"a009462fd230155e4ae3445e7730021ea1ff47bdb20e518db3d8d6b3eef8f252","5"
"a00e294cca66dae3fde0270e97ca6c082702bddc7629a975ac3f54fd1017bc7c","5"
"a00ea22aada2c52f4c414b4e59a9b5a0b45f8c823f559f22fbc7d7b02dbb83f4","5"
"a00af312e4f24f85b5dc168388f13ce8b189f4e4657ce06c6e45334da64da732","5"
"a00ecff2dfad656e8f780bf89100b456a7fbe8599b6a4efc7cd98b80a0b10c1b","5"
"a005511cbe96b64c9fbca30ed4c6ceab86ca90cca87638daacea554392ba1adc","5"
"a009590dfffd80c2aeb0832498eb0a9cedf5d8379c8b4f7ebc28a3007e914aaa","5"
"a00a5e5078f02b7c538b941b881250f7a1d0ee5396bf7e95888e7795a5b6d99c","5"
"a00b22eb9f86c26ba6746d1558473c44e23483296eae51670941616e63a7c231","5"
"a00f08fd413bf971d5bd9f2ddd1cf582ddb3e0592438a4d407358091162e9978","5"
"a00fd4c7879fa3608de2a2ca9dcfb6b20100aeb0bb16e5bce7f8b874f99cd618","5"
"a00c9832b36a802f363d46a5f9d22edcda37f1e0c44e54056e7b5dee7a1275b2","5"
"a00cc93c408115b60081bbfc53d74d7095a63d0f0f6e863a95201499de88be98","5"
"a00d2e87553da3816ac65f949116481c3c23e93d9e272d4984f8d8a038583a29","5"
"a00d60bbac5868f5c98923d28ea8dc083c6fc0057442198de7e08de49beea527","5"
"a00d9b13b0b04e163f6d2520eb064a8946c80256ebf3531be895514a23c0df2c","5"
"a00a8bf99cbe3d8460907035653d7101a05267387402a11ab7a3cb641d280980","5"
"a00eb7a2a64960cc670a9232f4c89df3cdb52c47481bc658e8af06a9aef11b1d","5"
"a000953b89cee0a46ba74997401b77fbdd8dd91e26c628980812055a4472a646","5"
"a005715d5db2fecbccf9eff07e4c28f4994230f08388c635425bc6059b09a685","5"
"a009b7508adf10f44b0063727bce70f6ba8b7f42cb16cf5bfb448bc9bc56a7a0","5"
"a00329ed0b24dda9ea0ab1f2f26db4add2e496674bcc6bf0e6612836dd5a3c4e","5"
"a00aed323c23e8aef7bcbec8e0e4e3776d0eb68a72988e4623a7b82f36e9eba0","5"
"a00ef57f35242330db2ce76c3faf3be4f27b09e5f797c25d249e65d7a890fe49","5"
"a0004e4b0cdd06d09f91e68d8a8a5a5a3be954b8e76f8186593cef80f0b0075f","5"
"a00f1ffdbd381120f06d41457dd4a123c11ae4e13df92044322132d47faae153","5"
"a00f82eada01de8ac8a38d7a4932c4d91cc58f1c0fefe6a9202b53c370b0daee","5"
"a005826cb055f340319a14243e2b716611da5c0a7b3b140e9b26a078f91b021d","5"
"a0020af35a5ee21ee554aed2569de8eb90543251bd2eede1f3b662efe2c7fc19","5"
"a005d5ccbb8f122b567af297e03943869db4844567df945b1851bdc9e0e9d3d1","5"
"a00281ad796a9e3340323185910c25bf5a06e786506071240a49f60f17c4dd34","5"
"a002d5d6ce427111df1df7351f5911af421751c131130e7f0b6b402eff5662ad","5"
"a00a5882ba7ac4ef961fc215b66b750d00cce025872f03606edbd385836fd93f","5"
"a0071c9b4f62ce20fc3292a12612973890162dbdd0fd57aeaa9a6a9f69a1d370","5"
"a003cd2d9fb688003a422ec7d1e170db32875dcab794a1398ecbf7095d564fbc","5"
"a00782654b92a15b934d05f4e3cd28a4ce88d25cff48561b04c1bacc776b1f60","5"
"a0005c98f484ab9e8e7ad2231d9e86dca5e08632a78e32436275e4d6173c3c42","5"
"a000886a7a51df8c230faa6fc76b2e43a82553e01df406947dc78746c804246c","5"
"a00f9052856c6299dcbd2d271b7e941b1fe55695cb8cd734d9ac2bf137faf588","5"
"a0012f88348be0bbe269377038a3536b566acd7e3bbe68021084b0fb3f8fb031","5"
"a00c35d24b2c30680455a6137b87624fb37c4db89d8d3f86547594e381f4e745","5"
"a008a6289350b8c7d70d3e5237749f3d989a1057d6e43800f735b365327771ba","5"
"a00c5c23795e254ec4209653dff366ea5182bf41bf0134c7b68922ecc95becaf","5"
"a001813f88f5efdf301bdf0b43b89917eaf177250017ab5e2543458d8eb334b5","5"
"a00d9b0563b33b0ba6eb0731e7f1a914cc1e411cbd7b4686f56b7e50f55f6b22","5"
"a0069be9c0142692284aabdea80987927d581f0c691b48603a99dddc1628baa1","5"
"a0072bedf7ffbe2d9bf0ba868bf38d514ae357abab8b28f316d90cfdbcdb9d34","5"
"a00b09b3cede65fc71421ce0bbed29b8188f6be76e15c8ec281c06608844f8fb","5"
"a0078830fce81fb7b3b31263f60e578425d3c965c70d686c4b3ff065658ddce5","5"
"a007e57f5c0f95d311d4b511f3dc3bc04e38b4a17c9b06b9dd6776be14c7a60b","5"
"a00f6ccef294f373c7f3c3b5354aecd80c46bc6251ba49ac11af4a0615833b23","5"
"a00232b45f0b3a2ab1a300ac974f61888a613c21caec2c6f685b3986578f3040","5"
"a002eadbb0b62442d71d8d6b0fd7eccbc1a6559dfbf2035a7cce550c968bde0e","5"
"a00ac3de7e31249427d58de04018ac18f3a8c9db209059cc3c5afc028aba8cc3","5"
"a00ecb0350674e8b517c9c1b56a44c11feae271b6e563c1fb1c52c7bffac485d","5"
"a0000d6982e50cfd2a2315410b2892e11b72b8f4cc490d05c51e9d904271a229","5"
"a0007e7cea201a9edfdca59a45bbcbc7d29a3ac8e41ad902704695f502eeaf92","5"
"a00121de15e436cdb9cb99d2ff0d7f6bdf10979573fd1c941dd13bbc0537a8e7","5"
"a004f847b2e487b344df29ae8c2bda514eda12ecceac16c20460ec53791bcd57","5"
"a008c331791b39442eb787ca2d18f17816b70742c1aa17739dd920ccc2cfc8fd","5"
"a00389009c673a13193ffe7be617114e4050e5cf01e9fd25f76a5802016e4156","5"
"a0071a6271085ed03a630243de8ab3968dd3fd6ff6dcfa68c2cbc1661423c581","5"
"a003b8043b3a6c64c941bad14e1ffbb0e880c8a5311a692628f679643fcc611b","5"
"a00b3d09a2cfed1101d842d3d06ff7c8a76ec34ddb1338639379bd0aa78aad3d","5"
"a0079ea98321e8680a8aeb6b0d61d030f3bf9f053f2b4594a89c7d048eded3a8","5"
"a0089d89adb70df484265c8cff0c5a2f9c8192ca8d7cc05a252d7a1f7e9ddcf8","5"
"a00d27afd82c87d109c12176232ff8ed904a2c35d8e064be68573e08114b1326","5"
"a00293859e3e3a6033dfa6e17767a4729fd3b3364c74097f18e42567d7a70728","5"
"a0073736060ab7ef84b011f3c51c182e6bc7a2f9f99988437057fbd92c514e1f","5"
"a00b07e99adb1320f852f525131f13db6827c7e71ea6d768f705e851845aec5e","5"
"a00fdaa3ea955bf5f4be8aa9e2c409141b545d9f96ec0e9add967bcc6b41e9e7","5"
"a00511739b0bdab2affb2bad9b30a2e19f8bf4236d94bc3f0944c7db42a547ea","5"
"a005409f3e51656a77f62e20cff7f00c76463d21408dd34cabb164c5d2385307","5"
"a008e9bc6473e080d33e1e8adf84efe59e4db26ca4e773cc55c0d1885d84e9f3","5"
"a009783ad9f51ad181578682a0bb02111a58480bcb648600a2c612c3a8fd2265","5"
"a00d3559fca83b4e6ef25a50ce1a43757ac8fbf4800fc1ade4523b9ef41162f1","5"
"a002750e534a302fe6107ae8a079fbf22c85b07d70ba97980c82a2a17b68b8a1","5"
"a00a177e98be66b465f8962a5262e457183d5febee84713de35dc5cdf26437b6","5"
"a002ead290516f20bafbf0130700530d514d2f86f02fdd7bd9544b6df36589d7","5"
"a00a74c25edaf9f662a37a05627847c8f2a4671171c799f92cd3132e669de8b1","5"
"a003e0a61d6d50680e41b4e924c0cba99a12419ca0e7298da6c981f2397e6742","5"
"a00ec0ee1b49c81394134fd713199168c312e5131d9ff9124311336e0594aa84","5"
"a00f1cbcee0af3a8a72ca6bfb8d43a6642de353585abb84b606af846fbd646ef","5"
"a007f7138f3f5047d6a2da50895127018b7eea1edf67cd444d5bb88f0d68a629","5"
"a00c8297e711a28d54a0b26768b7a7265dd1a3924ea1fc3c73b2c652f18fac7d","5"
"a0090fa26f76ad226ed6bdf1a46b3d8c7ef25a108dbb68b189b474e186a5d4b7","5"
"a005a5ec56dfd99f53b72f04ea6f414b516ccfb4d605d0ef043cb60b59b09c18","5"
"a00d8658ae216e3a89d652c57d5a51429bfc8f478b5ab9f2fc5b5a4910e4ff89","5"
"a0067c29104dde74f6c897e541ff45104da18896af18f72fa59f7478e16d0048","5"
"a00a9d47989d11c4e8715a2a4e59ec42d17d0cce3ab62a963fca7330614811fe","5"
"a00e6c1d12e4c639d82b852925ccae66239b1185d8452bf5084e4d08b54087c9","5"
"a004553f8b1b3c1dee9c58cc4565aeb3e0591a37ddbded6e9d1f1169b4722833","5"
"a008082f5f5af17f1635b9000df888161c6c5593578163eca0f8c57968a453eb","5"
"a00f8ced63c832a7bf6bc5e4669e6b9f0f1725b41df6224c526ae373053de437","5"
"a00c2bb910dea585dc603412145f58099e75ea664e742eb6b1329e1bf8646b31","5"
"a00c949522ae2c8d49b6a1d4b8a14e3538f763448e694f073aa6f81cf87c2715","5"
"a00d5a64e0e281053b0147a599e8c1fc0330fbef4934c94afc8e4a5105d6b118","5"
"a0063f7808cdeac9dba9274c58a6fd70bb70ebd478f687b2e512163de78813fb","5"
"a00d92398c96a7c31ed2c202259baf94324ef5994067dcedd5a4ce1ee1015456","5"
"a002dafd71a21763509624e9dd99fe752531b6b1b6f2db39391b34b87bad6634","5"
"a00689e08aced09e01f4cf4c386b0b6decfcdc61ee9e5e5b738df60960bf6e90","5"
"a00e8dee49fd45f83fb70970aec955e1754c8ab97693e1003e2600b7490e7100","5"
"a003d1f37d96db2df60f1c9561978f87f14d10fbeeedee490b6944780a83889b","5"
"a00136363bad8e96940e12b8809a008a27d7d3d49f549f604c4cb7a3e8334e1b","5"
"a008638400cc7f8dafc8450f63deded9028c80f811c029d2a5f2f13dee626598","5"
"a00169d240039d63448fa40296c03fafce52de58d9ac25ba3f672771370fbfff","5"
"a00594a908fbe12f4b6caf8c347f5ff6b2d07654faeaaf6a66119f6e29459f13","5"
"a0064e6bb41e7ecd4091a4d66e4aeecb7d4b7b8b71373dfd7ae2eaf70a68870f","4"
"a00046474d2c2a274bf6a6b47ea2e66d17125a2f2d79ea267036001c5acdfd77","4"
"a0037d26edbdbfcb9872fe5d4e4c4c7689dfee899d7c1075586714a3f5b0c57a","4"
"a00b64b967b894963eca51ba5bd9f4c9d2a395b44c40eeb655d7e546b7b2840c","4"
"a009a520f6fda57dfe571db1b531c01c916e6037da252a83c98216e1122c5c43","4"
"a003ffb6fa2fde3e2d3ed06ca5b529702a25c57488bf98c5134398b797465e12","4"
"a0023d6622372ed960a64eb8ecb585020de0705daa4462b45301bd86ac3b18fc","4"
"a00f20c35c35eafb50de9883e4d27ccd2a4f56f4a549a11fda4e67b01fde6aa9","4"
"a00c54ef337a480e367f4388e11d62a3716507564df6552f4cf2530964ad8600","4"
"a00f4dc9760ba18d9511d22171c0d769b45b7775c46ed4e16a8c2c6b675f3c45","4"
"a003efa5d20509599fa4d20fd62c6c6a4448e86f1b899e0a648e0fe33813c98b","4"
"a004e9dc399c9ceeec64bac1acc677c535fab2ac0a1af0f0b99ffa8331e9ea29","4"
"a00cf656c7237767a00b1bfc00734ec5512364e0fc3a4ff9588f5b3d857d1e2d","4"
"a00abba866a6c65af32c98847c87e799b3e8292278aeffebb2f921842bac11ee","4"
"a0093c30f633fb054bdc0b573b1779ce453d271ee3f8f4de65cfab79eb7150e1","4"
"a006778c12189d2916b025d0046ddef2e270b49c7f50f60e63f7bc54945bb877","4"
"a0024dc8aa42a1746138c8e498eaeb1f2ecaad180e43e7b2cd5157532c825ceb","4"
"a00e6c7fe2553af0ce8447feb73b9a4115f7dd772988d4d6750d6cbe3835815a","4"
"a00f8fcac12da92211d97c5d8bed7beeab21419475b0c1a113f6584a211c2791","4"
"a00c9503ccd78de1119bcc6100712f63d3f692d930682922ea7d96d79e80997a","4"
"a00230e88f8a3a92c48da8e776a6c739ed1c4b8ec984e5615ac2d6b060283792","4"
"a00da5c5db640085950e0681f455449efd7e11f719782b4f6e7a65f4bb83f66a","4"
"a00ef35a90f069ae0fe11689780fae8d005f8abacc23164ede08d9124424c321","4"
"a00bbde65e57fdfe0e05c626530343bfbb8c770d3a553e7cb613d925eb52f15f","4"
"a00c21e3b681b60465c7edbcfa1350f9f2c27b0b128b0bc27a906fc2185dc027","4"
"a00eadd3573c8b399bb4eb9ea13d0928cfaa48a13709a0010a0d79d17f7d1c8d","4"
"a00b0f4d8ebaa6c70d24a55c2e627f624a56cef3751c1cfe52fac864fcbbe06a","3"
"a0094842c251af2149aa17698086b5eca2d1205f982db1d07a4d7295b4b0fc5c","3"
"a00dbd1913a19fa3a4dede3ab9faca5cfc0a7a45225d5f47332ad9bba77e1575","3"
"a003b55f505c21aaa0e8b0c752747b731e2dbe2520d37ddf01cdb4568b56c475","3"
"a00f23e94e32604d35276bac007c57f10d0dc52272bcaf6f570da51d031d4ee0","3"
"a0060541d55a0b7cf656f04839233d45e81f56b91ad702f48d00c2a578f0da03","3"
"a0063b5008fa8cf400b277bea419abd662322d31fc874d8d06ad3ef71b64f608","3"
"a006b2a63d7c6844850837b6a828f638fb3bbb718b6ecf1e48b06727f2ab224b","3"
"a00e865b85c0ab3d734bce30e607b83e1e2a3a2cc5040c9ad2949914f0533626","3"
"a00f0b93153f9c81c53fe7c61fb69c9c4eb06d51543183b846bbe69a878c9d19","3"
"a00b7581056011d9cd8f616e21d7e700f76b4339eb9d83cbb6e27d93d2ae2450","3"
"a00f67ab21be8ac78c5681ad5bfcf7249b2e373ccc8d70eace8c1628f33987c3","3"
"a005946988ea456e99faecd23871a24a22530052d34658a31819f3eb2afe534d","3"
"a0026c4f50539d478dc97a74e2b5d3217f92b30169d525f968188b8a52afe0e9","3"
"a00f1907e8a9738c67b568701b2c9f7f8fcc194455e1f954b30f5431ae2c5773","3"
"a00f50f013e76a58c06cb0609a8905f335053937b645d403216416054e8f8807","3"
"a001d0f506240dc4d5b1f26c953292b8ce6962c7aafa8dd4e83e03e949986b15","3"
"a0065160e80d339a8dcacceb10ca129b5e6a29644d241c9bd5274cd56aa0a4f1","3"
"a00a956d45dad41f2e25ba89f7ee85b5ee844f71928ef7fc9b11e33fcf9b5ab5","3"
"a00b38a940d05c5bce0c7b7c7ea9454a2fa6964b8061d77a8b6b15ae8342bc90","3"
"a00081fe3b1c1bf756adaf9d8471d4c0f79dd919f3ce9fc07bbc7f89fcbe4f53","3"
"a00d9074a0cdbcca91afc72acafa5d3062286e16acf6363def6cb623044b7b29","3"
"a00e84a6a537a7aa3f9b07d40b4d3d7df5b8544db48afc02bd2678b8c25eb685","3"
"a00b0018bddcca70a94458bcbb728164597d782b707c2068fac36f4fcef9eaf8","3"
"a00497a23c87c99f5fd3fbf9fb6691c3f0416ac7b791c576d4f2bc69ed6124fe","3"
"a00862212438cb8038f773dc66393f3412a47847a62fcabeaa2f83f994b01211","3"
"ae00244c1df26d15211bfe6cd94fc2bff46f09cef2d780538dc7323938708502","3"
"a00156cc838de37554a7b8e111d6b02c0cbeeb59d68e8520d90680d210f23e17","3"
"a009369c00f8b705734552e7f39fdfd06b0024c4e3efc08506df40a87e39972a","3"
"a002aff5bd2214656a500d36c89d3d8013389b446bdefd838101d20bae85d1ee","3"
"a00a66f9176bfe37b900c4bdfc42215e2e7d7d887b7bcd55a4030f17e63910a1","3"
"a00353f7463b4f003f94904a00d36c1fcb9c0d952bbccdcc352c1bcdc89945f7","3"
"a00071cb5c67fe7e0037e78c9c79db2b23b77208ee54def30be6d1c1b66af0e2","3"
"a00369b2a1609f4a50f596c5012aaa7bda79bb1b1861b28263a564302119b8c4","3"
"a00f5a2fc57550f106dc562342e716c97b7194431a17b2ce36cf04774592054e","3"
"a0033b1873a419307daaf48991ab502d8f101d688a08c290cee3df52b44941cd","3"
"a0038a07846949ad464418092ca1358b0a8b5edc5f7f7b10610e18398934f380","3"
"a0080c5ce875562d94892732f40331165514f4f3825859bb4b24ce2baacce641","3"
"a00508578c57e931f2344de49e1ef6e00602f5d53625f5d2f76eb58d2ea728e6","3"
"a00997c8c362f6415e1b9b0cf1d2924172cda1b464df8b88df56f413c6db5745","3"
"a004ca34888b6cedf4f85a6ef184c1e176fb267e5b5462b1aa2ff3551827673f","3"
"a005f24dee24c8f09744d62edf504689a943b94b7c00ae6f94f2fba3d668313b","3"
"a0047f3699afc5a46c1f8ef16391e72186a4fe68e36494163a65ee269c1991d5","3"
"a0009c3e79606caa079082adf83c9b45f8fd03b6941f91329f254f2c984a32b9","3"
"a00edc48aea01f153b069f93dc281dc132f129fba255cfa6da60aec0b22d3861","3"
"a00f6011111b21cc0d56ca93acc0e6f0caeb051ca6fc30dc324f6d7698ef5ff8","3"
"a004bfa0a524a4dd9f1e32200f64c482d4ef13a838a21ff90ae84d2ed8db9a97","3"
"a0085de2040fb76c2008951b0f1b44b95155ddea5745b1cb6882c3aed140fae3","3"
"a0086b27fdf0c875c1f36f166e3aa611cac7501a603642d64df115a1f0629d68","3"
"a00d6b3c60d5cbcc759d699d606950a6fd9926d133053717ff1f736f8aaabe26","3"
"a00d7779287e5eb982320b04e001ade09606611511b0dfac0c126447803618e9","3"
"a00e1fa13520138a2389a7bf997b444fa83524d5b3c12f04faeb2930cb2a1121","3"
"a007454d3dfaab6dbe72a0757c79887c5b4b8ff8283b81089063ddf82845f838","3"
"a002cd85466262de79af7217904de9cf05135a6814d7a8b047df56fac48e0d52","3"
"a0017e715e2baa7ee04b02b0ece2b12264240dd83d296e9266d6429b9193eac2","3"
"a00a3bffe2fbd39f84a09a8ac641f70a018994bac7483f2a6099eb67d1242e06","3"
"a00374054d6c381c39ab6ae39a6f1bfccc8a155da52982ffbf4a9e30cb436379","3"
"a00aaba6264ee12610ca03bb41a9f41346e8d55d889c8878af28e79833ca9ef1","3"
"a007372cd975ff164d027dd468535d5d25f0e6fd368a1b9927fd140f5f98578c","3"
"a004f003aaf89a5d1184353cd40e3d86d1a5e497876535469f79bc8c39e6a75a","3"
"a00568f00c52a769443e68542cad36d2299a94ebc903997215bbe7b074c957af","3"
"a00de6e0479b6a7b516fffed17ced0d0d33ad9285aaf9d2eef04e154ce54b8e6","2"
"a00379179358334f52e5e80e8a824c60ab08fb6370d67d9ec8a8964e04324725","2"
"a00ebc906aabdc5b976e4f720780561cbe2100257e31af3d1de7ed17ce408407","2"
"a00ef1780c5d66b6887e6aae5745084f7801f472e3df5129c1b3e6b0d045be58","2"
"a00099d5ebf69b041b56a69a2c60d22df605fe019c5bbce1cc53684c29f7da46","2"
"a00bbbda5e46bdd437e80b2ca5c598d384cf7415d08feaa6af702db20c51086a","2"
"a0084e7af3d4889d09e7df422b15cdbef7962f0631fc31170cabf29c92458ac3","2"
"a0088ba9b1fbb91a4c0ea8cd9a487cf55accc775c0b017b7f6792b8a166be3a0","2"
"a008bbf95e1ec46430d7c81e88ac33673da3883561866a6ec57feeabf0792fe3","2"
"a00988d545274bfcc18b55a5bfa691ee6b91b1a44b7bb436240162d5e9b91b28","2"
"a00df962ddbd3d0558152e553579442ad9df35190654a40ffb2423486fbd2127","2"
"a005051b5f79271fca95f83ce3ce35a0e3a011f6c8351586e95dd881e8b4bb42","2"
"a00ffad134b900ed6c602222336fac6fd8570f7fb4b0858c728f132dffcd8bb5","2"
"a005dcdea78fb5ceced48181dd97461d98d3b8a3dbf7251464ac735f574dd483","2"
"a00308ebfb531c53ffe329fd109b5e3c63df47e5ad64fb4d1a6bab852689f0a6","2"
"a00e374213d43a1e5ae59dd70d5ef82afd4a79a777a6da850733ca80d94a857e","2"
"a00e7520852b24e46e176b2e5d5a21915468b87a4d7cb3404e96340c3f14fc31","2"
"a0038f10e54c3dca4e4ad1d100bc37c5b9259d7a75b561b8a16413130195800d","2"
"a00728a09f60b87016018bc64692c43397b23db11249a7faec75544ce123413a","2"
"a003f4125c8b012b72e4c581f38060e895906a3c5e8f791ab86f8d0e29082ada","2"
"a007a7cafced8745c7bf8a070138178cdd4df7e0ad68b08a853a55a7dbf6cd05","2"
"a004c2db5f8e52329c40e6e89849ef1a7ab7f7322188eb5d79294126c189aecb","2"
"a004eff37fd7e691436283662cfb2670de2cdc535dfe8fe7dc92c96d544e8ac4","2"
"a008ab259f679e2887e68a72f5864ca1925f595151b9be1f11100cd112107e04","2"
"a001bdd5d0b18c53e6acaad3e60bd6dcd415f7a4243a0cc81676c6060c5c88b7","2"
"a0093716828149181c76767b21a4ada317cb3db630d38eed0550ed8340622e34","2"
"a005eb3a0888ee7b4463229a57b02f161463006ca5290fa7658c83418670a51c","2"
"a00d63765b063e7d63b3eadd2efb1746145638c55e0a30309ce7902583ea0d91","2"
"a0031c28a753c8657d90548ea3608d67af28a03177ad1cf07e009965951e7b3f","2"
"a00a6d48e7e18f8ee6b5a503905483e6c0bbe25699686992948898b112e53e64","2"
"a00e1a1b462728dd1f5ef6464376ce160abaeb01b7d0ff48ee0433de6e689588","2"
"a003790d065f6a4f6c443f064d7a46c94be605ecebc8d2cd3d76a63fe40ffff3","2"
"a003a087c62deadb67c865330cff76a619b203bcd09406abac7f869e2bb9a638","2"
"a00aea6ef2d0b25d1a3a99dc872560848f45ebaa06b4b12c00406cb4a1bd3864","2"
"a003dc61238d9adeb24dfdbca088cfbbaa5ac0064895261b64ebccb19e0211db","2"
"a0073dca3d031fe0c40c67b11acac2b93c500090d298a240e05a3d08191660a6","2"
"a0075ead364cf61b873d74529eecc842d40ab216e2dffd9d408ee7b0d219f42e","2"
"a00071cf2e919c6b65a58862bd5e68d44befbc3f3747146cd67dfc21f7bffc67","2"
"a007bdaa8ed255a1cc13b833cac96bed294ee9be207b074f710fb1a236793e57","2"
"a00fe53e099adbe194903005dd5d8286e305637255b1f6e2b04940df2a962091","2"
"a00195f743ae94e4ea319b21e54028265be1b5626aa0e90ec96cda1a0896c51e","2"
"a0020114133d75d57cd4c01563001a9f36afc61c0a5046bb725749d792b0334c","2"
"a00278f124e10edc71e0c7793b4e7ee2f065bd032aad582984676f453c2a09b5","2"
"a006177ae9a72197d5844ed3ac70109a1bbb7e2793b3ce50b88a94ab1ba1a62b","2"
"a002f31b5ea696d14dbbdf6a3502316167fbff3bfbc4706fdd770d78fc93442f","2"
"a00a53b82b5e492b273cc1dbf316fd5fbc74c737416a58d0bfb6565ca4284e7c","2"
"a00794fe05d3ec559cefbf61687aa0a7a701ec7619d83c859e1ba1a9aa33a3bf","2"
"a00b643a83816880781a9211ab5c9385f1cf856995c162bcf86ea5d309ee043b","2"
"a00485c21f9ca9a85bf2528083cbcd481b4d5980abb5f4b9aeec76e637a31eb1","2"
"a00129dcdab28a97e03edb565b14c352878d39d00f0e61e3b892b3fc78805982","2"
"a00895aafa902a23213db2080f218cfd7896d115925545b1af826c368ab6bb5e","2"
"a00ce62d7541b6199af9be1ab11ef9e7d14c9410f29efc63ab4380f63d7e2a97","2"
"a00991ede5e01cd4e9a9c58d1c9e90de5b636fa4be3a193785b99fb48ab0a735","2"
"a00d161c3b1939e7483bfd24b7b3bd6a7b2353ee7bc4206b69335a7ea4927e37","2"
"a009f2b40d33271a124f3f4635c605a41ee7990a311cf070baba1b5917ae6ce9","2"
"a00dc9f7e634a2a59413bd6e6ac4a485553e1ed4e866ea0d675385945fc0a30c","2"
"a0038a3f9cd78dbc9240aa2637fc568b724c4b510d37e075a06cc1a4a303c6eb","2"
"a00edde2e2a522d6340ea863576740036286103c17e6e5d51aa8bc7946562b92","2"
"a00784657c09f3e15f8e82c7e8cd864dfd3272e0e77e75766b2eba6b2fc5d1e3","2"
"a007a56cb871b715d0efbceb274605f3e48278b7008c66fa4fc1806a89233c1f","2"
"a00f61f2cde01fa90da6f0696eaa95f2b4a8a77e3c999d8a25417dacbb49520b","2"
"a00bad538d9b17b57b92db72417047cc48cf9033ad71c9ffb8a5f583e3eac9c4","2"
"a00810afc48ba3dd2f0e3396e398d042b4861b952b5b0fbb82a8596c0c84e83a","2"
"a0010c0da4983cadaf237d6aab9a5903d02cd6066eeb6582ccbb243e4e2479bc","2"
"a00c02c1be75447796585a8d6720ba99b335319f321cf8a3d8ecfed214f09752","2"
"a00132d56510e474ea20f8a7a6ac9cf1a9c646e30e745d07f6714cb66d83c8ef","2"
